Class,Method,SourceCodeLine
ClientNamenodeProtocolProtos$UpdateBlockForPipelineResponseProto$Builder,build,37105
ClientNamenodeProtocolProtos$UpdateBlockForPipelineResponseProto$Builder,buildParsed,37115
ClientNamenodeProtocolProtos$UpdateBlockForPipelineResponseProto$Builder,setBlock,37222
ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProto$Builder,build,28159
ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProto$Builder,buildParsed,28169
ClientNamenodeProtocolProtos$ListCorruptFileBlocksResponseProto$Builder,setCorrupt,28276
DataTransferProtos$DataTransferEncryptorMessageProto$DataTransferEncryptorStatus,valueOf,193
HdfsProtos$ExtendedBlockProto$Builder,build,549
HdfsProtos$ExtendedBlockProto$Builder,buildParsed,559
HdfsProtos$ExtendedBlockProto$Builder,setPoolId,698
NamenodeProtocolProtos$GetEditLogManifestRequestProto$Builder,build,7981
NamenodeProtocolProtos$GetEditLogManifestRequestProto$Builder,buildParsed,7991
NamenodeProtocolProtos$StartCheckpointRequestProto$Builder,build,6107
NamenodeProtocolProtos$StartCheckpointRequestProto$Builder,buildParsed,6117
NamenodeProtocolProtos$StartCheckpointRequestProto$Builder,setRegistration,6224
DatanodeProtocolProtos$StorageBlockReportProto$Builder,build,11398
DatanodeProtocolProtos$StorageBlockReportProto$Builder,buildParsed,11408
DatanodeProtocolProtos$StorageBlockReportProto$Builder,setStorage,11544
DatanodeProtocolProtos$ReportBadBlocksResponseProto$Builder,build,16602
DatanodeProtocolProtos$ReportBadBlocksResponseProto$Builder,buildParsed,16612
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,build,9988
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,buildParsed,9998
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,setSrc,10247
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,setBlk,10283
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,setExistings,10394
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,addExistings,10418
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,addExistings,10432
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,setExcludes,10580
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,addExcludes,10604
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,addExcludes,10618
ClientNamenodeProtocolProtos$GetAdditionalDatanodeRequestProto$Builder,setClientName,10766
DatanodeProtocolProtos$NNHAStatusHeartbeatProto$Builder,build,9271
DatanodeProtocolProtos$NNHAStatusHeartbeatProto$Builder,buildParsed,9281
DatanodeProtocolProtos$NNHAStatusHeartbeatProto$Builder,setState,9391
HdfsProtos$NamenodeRegistrationProto$Builder,build,12106
HdfsProtos$NamenodeRegistrationProto$Builder,buildParsed,12116
HdfsProtos$NamenodeRegistrationProto$Builder,setRpcAddress,12273
HdfsProtos$NamenodeRegistrationProto$Builder,setHttpAddress,12309
HdfsProtos$NamenodeRegistrationProto$Builder,setStorageInfo,12345
HdfsProtos$NamenodeRegistrationProto$Builder,setRole,12428
HdfsProtos$DataEncryptionKeyProto$Builder,build,6588
HdfsProtos$DataEncryptionKeyProto$Builder,buildParsed,6598
HdfsProtos$DataEncryptionKeyProto$Builder,setBlockPoolId,6790
HdfsProtos$DataEncryptionKeyProto$Builder,setNonce,6819
HdfsProtos$DataEncryptionKeyProto$Builder,setEncryptionKey,6843
HdfsProtos$DataEncryptionKeyProto$Builder,setEncryptionAlgorithm,6895
JournalProtocolProtos$FenceRequestProto$Builder,build,2916
JournalProtocolProtos$FenceRequestProto$Builder,buildParsed,2926
JournalProtocolProtos$FenceRequestProto$Builder,setJournalInfo,3061
JournalProtocolProtos$FenceRequestProto$Builder,setFencerInfo,3172
ClientNamenodeProtocolProtos$AbandonBlockRequestProto$Builder,build,7385
ClientNamenodeProtocolProtos$AbandonBlockRequestProto$Builder,buildParsed,7395
ClientNamenodeProtocolProtos$AbandonBlockRequestProto$Builder,setB,7534
ClientNamenodeProtocolProtos$AbandonBlockRequestProto$Builder,setSrc,7624
ClientNamenodeProtocolProtos$AbandonBlockRequestProto$Builder,setHolder,7660
ClientNamenodeProtocolProtos$AbandonBlockResponseProto$Builder,build,7911
ClientNamenodeProtocolProtos$AbandonBlockResponseProto$Builder,buildParsed,7921
DatanodeProtocolProtos$ErrorReportRequestProto$Builder,build,15198
DatanodeProtocolProtos$ErrorReportRequestProto$Builder,buildParsed,15208
DatanodeProtocolProtos$ErrorReportRequestProto$Builder,setRegistartion,15347
DatanodeProtocolProtos$ErrorReportRequestProto$Builder,setMsg,15458
DataTransferProtos$OpTransferBlockProto$Builder,build,4992
DataTransferProtos$OpTransferBlockProto$Builder,buildParsed,5002
DataTransferProtos$OpTransferBlockProto$Builder,setHeader,5156
DataTransferProtos$OpTransferBlockProto$Builder,setTargets,5267
DataTransferProtos$OpTransferBlockProto$Builder,addTargets,5291
DataTransferProtos$OpTransferBlockProto$Builder,addTargets,5305
DatanodeProtocolProtos$ErrorReportRequestProto$ErrorCode,valueOf,14857
JournalProtocolProtos$FenceResponseProto$Builder,build,3523
JournalProtocolProtos$FenceResponseProto$Builder,buildParsed,3533
DatanodeProtocolProtos$NNHAStatusHeartbeatProto$State,valueOf,8997
ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2,callBlockingMethod,40722
ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2,callBlockingMethod,40820
ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2,getRequestPrototype,40828
ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2,getRequestPrototype,40926
ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2,getResponsePrototype,40934
ClientNamenodeProtocolProtos$ClientNamenodeProtocol$2,getResponsePrototype,41032
ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProto$Builder,build,27704
ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProto$Builder,buildParsed,27714
ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProto$Builder,setPath,27821
ClientNamenodeProtocolProtos$ListCorruptFileBlocksRequestProto$Builder,setCookie,27857
DataTransferProtos$OpReplaceBlockProto$Builder,build,5807
DataTransferProtos$OpReplaceBlockProto$Builder,buildParsed,5817
DataTransferProtos$OpReplaceBlockProto$Builder,setHeader,5968
DataTransferProtos$OpReplaceBlockProto$Builder,setDelHint,6058
DataTransferProtos$OpReplaceBlockProto$Builder,setSource,6094
GetUserMappingsProtocolProtos$GetUserMappingsProtocolService,callMethod,955
GetUserMappingsProtocolProtos$GetUserMappingsProtocolService,callMethod,966
GetUserMappingsProtocolProtos$GetUserMappingsProtocolService,getRequestPrototype,974
GetUserMappingsProtocolProtos$GetUserMappingsProtocolService,getRequestPrototype,982
GetUserMappingsProtocolProtos$GetUserMappingsProtocolService,getResponsePrototype,990
GetUserMappingsProtocolProtos$GetUserMappingsProtocolService,getResponsePrototype,998
HdfsProtos$DatanodeInfoProto$AdminState,valueOf,2367
NamenodeProtocolProtos$GetBlocksRequestProto$Builder,build,320
NamenodeProtocolProtos$GetBlocksRequestProto$Builder,buildParsed,330
NamenodeProtocolProtos$GetBlocksRequestProto$Builder,setDatanode,453
DatanodeProtocolProtos$ReportBadBlocksRequestProto$Builder,build,16067
DatanodeProtocolProtos$ReportBadBlocksRequestProto$Builder,buildParsed,16077
DatanodeProtocolProtos$ReportBadBlocksRequestProto$Builder,setBlocks,16222
DatanodeProtocolProtos$ReportBadBlocksRequestProto$Builder,addBlocks,16246
DatanodeProtocolProtos$ReportBadBlocksRequestProto$Builder,addBlocks,16260
NamenodeProtocolProtos$GetTransactionIdResponseProto$Builder,build,2359
NamenodeProtocolProtos$GetTransactionIdResponseProto$Builder,buildParsed,2369
HdfsProtos$CorruptFileBlocksProto$Builder,build,4433
HdfsProtos$CorruptFileBlocksProto$Builder,buildParsed,4443
HdfsProtos$CorruptFileBlocksProto$Builder,setFiles,4563
HdfsProtos$CorruptFileBlocksProto$Builder,addFiles,4572
HdfsProtos$CorruptFileBlocksProto$Builder,setCookie,4615
ClientNamenodeProtocolProtos$UpdateBlockForPipelineRequestProto$Builder,build,36580
ClientNamenodeProtocolProtos$UpdateBlockForPipelineRequestProto$Builder,buildParsed,36590
ClientNamenodeProtocolProtos$UpdateBlockForPipelineRequestProto$Builder,setBlock,36713
ClientNamenodeProtocolProtos$UpdateBlockForPipelineRequestProto$Builder,setClientName,36803
DataTransferProtos$OpReadBlockProto$Builder,build,2327
DataTransferProtos$OpReadBlockProto$Builder,buildParsed,2337
DataTransferProtos$OpReadBlockProto$Builder,setHeader,2488
ClientDatanodeProtocolProtos$DeleteBlockPoolResponseProto$Builder,build,2174
ClientDatanodeProtocolProtos$DeleteBlockPoolResponseProto$Builder,buildParsed,2184
GetUserMappingsProtocolProtos$GetGroupsForUserResponseProto$Builder,build,688
GetUserMappingsProtocolProtos$GetGroupsForUserResponseProto$Builder,buildParsed,698
GetUserMappingsProtocolProtos$GetGroupsForUserResponseProto$Builder,setGroups,800
GetUserMappingsProtocolProtos$GetGroupsForUserResponseProto$Builder,addGroups,809
HdfsProtos$BlockKeyProto$Builder,build,18450
HdfsProtos$BlockKeyProto$Builder,buildParsed,18460
HdfsProtos$BlockKeyProto$Builder,setKeyBytes,18618
DatanodeProtocolProtos$HeartbeatRequestProto$Builder,build,7627
DatanodeProtocolProtos$HeartbeatRequestProto$Builder,buildParsed,7637
DatanodeProtocolProtos$HeartbeatRequestProto$Builder,setRegistration,7827
DatanodeProtocolProtos$HeartbeatRequestProto$Builder,setReports,7938
DatanodeProtocolProtos$HeartbeatRequestProto$Builder,addReports,7962
DatanodeProtocolProtos$HeartbeatRequestProto$Builder,addReports,7976
ClientNamenodeProtocolProtos$SetSafeModeResponseProto$Builder,build,23974
ClientNamenodeProtocolProtos$SetSafeModeResponseProto$Builder,buildParsed,23984
ClientNamenodeProtocolProtos$SetPermissionResponseProto$Builder,build,5994
ClientNamenodeProtocolProtos$SetPermissionResponseProto$Builder,buildParsed,6004
NamenodeProtocolProtos$GetMostRecentCheckpointTxIdResponseProto$Builder,build,3811
NamenodeProtocolProtos$GetMostRecentCheckpointTxIdResponseProto$Builder,buildParsed,3821
HdfsProtos$LocatedBlockProto$Builder,build,5478
HdfsProtos$LocatedBlockProto$Builder,buildParsed,5488
HdfsProtos$LocatedBlockProto$Builder,setB,5702
HdfsProtos$LocatedBlockProto$Builder,setLocs,5834
HdfsProtos$LocatedBlockProto$Builder,addLocs,5858
HdfsProtos$LocatedBlockProto$Builder,addLocs,5872
HdfsProtos$LocatedBlockProto$Builder,setBlockToken,6020
ClientNamenodeProtocolProtos$GetFsStatsResponseProto$Builder,build,21180
ClientNamenodeProtocolProtos$GetFsStatsResponseProto$Builder,buildParsed,21190
HdfsProtos$BlocksWithLocationsProto$Builder,build,15815
HdfsProtos$BlocksWithLocationsProto$Builder,buildParsed,15825
HdfsProtos$BlocksWithLocationsProto$Builder,setBlocks,15970
HdfsProtos$BlocksWithLocationsProto$Builder,addBlocks,15994
HdfsProtos$BlocksWithLocationsProto$Builder,addBlocks,16008
DataTransferProtos$BaseHeaderProto$Builder,build,1047
DataTransferProtos$BaseHeaderProto$Builder,buildParsed,1057
DataTransferProtos$BaseHeaderProto$Builder,setBlock,1190
DataTransferProtos$BaseHeaderProto$Builder,setToken,1280
ClientNamenodeProtocolProtos$DeleteRequestProto$Builder,build,16190
ClientNamenodeProtocolProtos$DeleteRequestProto$Builder,buildParsed,16200
ClientNamenodeProtocolProtos$DeleteRequestProto$Builder,setSrc,16311
HdfsProtos$HdfsFileStatusProto$FileType,valueOf,8043
ClientNamenodeProtocolProtos$CreateFlagProto,valueOf,66
ClientNamenodeProtocolProtos$SetBalancerBandwidthRequestProto$Builder,build,38908
ClientNamenodeProtocolProtos$SetBalancerBandwidthRequestProto$Builder,buildParsed,38918
HdfsProtos$NamespaceInfoProto$Builder,build,17727
HdfsProtos$NamespaceInfoProto$Builder,buildParsed,17737
HdfsProtos$NamespaceInfoProto$Builder,setBuildVersion,17908
HdfsProtos$NamespaceInfoProto$Builder,setBlockPoolID,17965
HdfsProtos$NamespaceInfoProto$Builder,setStorageInfo,18001
HdfsProtos$NamespaceInfoProto$Builder,setSoftwareVersion,18091
ClientNamenodeProtocolProtos$GetPreferredBlockSizeResponseProto$Builder,build,23141
ClientNamenodeProtocolProtos$GetPreferredBlockSizeResponseProto$Builder,buildParsed,23151
ClientNamenodeProtocolProtos$RollEditsRequestProto$Builder,build,24915
ClientNamenodeProtocolProtos$RollEditsRequestProto$Builder,buildParsed,24925
DirectoryListing,<init>,40
DirectoryListing,<init>,43
BlockListAsLongs,getNumberOfBlocks,201
BlockListAsLongs,setBlock,294
LocatedBlocks,insertRange,152
LeaseRenewer,unsyncSetGraceSleepPeriod,253
HsftpFileSystem,setupSsl,128
HsftpFileSystem,setupSsl,133
HftpFileSystem$ContentSummaryParser,startElement,596
HftpFileSystem$ContentSummaryParser,startElement,598
HftpFileSystem$ContentSummaryParser,getContentSummary,627
HftpFileSystem$ContentSummaryParser,getContentSummary,629
HftpFileSystem$ContentSummaryParser,getContentSummary,635
HftpFileSystem$ChecksumParser,startElement,513
HftpFileSystem$ChecksumParser,startElement,515
HftpFileSystem$ChecksumParser,getFileChecksum,532
HftpFileSystem$ChecksumParser,getFileChecksum,534
HftpFileSystem$ChecksumParser,getFileChecksum,537
Hdfs,<init>,78
Hdfs,<init>,82
Hdfs,getFileStatus,128
Hdfs,getFileLinkStatus,139
Hdfs,listStatus,274
Hdfs,listStatus,303
HdfsVolumeId,<init>,41
Hdfs$DirListingIterator,<init>,227
Hdfs$DirListingIterator,getNext,260
